run_id,robot,arm_id,step_idx,time_s,target_x,target_y,target_z,meas_x,meas_y,meas_z,dt
20260412_200759_roarm_1_ep01,roarm,roarm_1,1,0,210,160,130,210.062599358311,161.41486653012,129.772048183655,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,2,0.2,217.5,156.666666666667,135,218.36522884768,156.925312080997,135.585028267652,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,3,0.4,225,153.333333333333,140,224.259799034437,155.840226544028,140.396610858283,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,4,0.6,232.5,150,145,232.711514622195,148.214102075264,144.806851333858,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,5,0.8,240,146.666666666667,150,237.831591250626,146.233785429004,148.7708595785,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,6,1,247.5,143.333333333333,155,247.40405124409,143.561643705593,154.515453896816,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,7,1.2,255,140,160,257.449346756545,142.05334325904,161.413900768347,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,8,1.4,262.5,136.666666666667,165,263.386092862211,137.836669859441,164.342755782878,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,9,1.6,270,133.333333333333,170,270.197721394655,131.649707576829,170.239846434417,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,10,1.8,277.5,130,175,279.213234169948,128.348700093749,174.791117544989,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,11,2,285,126.666666666667,180,282.800877959989,127.576088170938,181.230829436123,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,12,2.2,292.5,123.333333333333,185,294.215177594426,121.794834857669,184.290965181876,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,13,2.4,300,120,190,299.846762218804,119.407314910003,189.472445708903,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,14,2.6,300,120,190,296.213197581177,120.955015092102,189.765577824941,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,15,2.8,298.333333333333,110,195,299.373375482569,110.396792887934,192.021455995657,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,16,3,296.666666666667,100,200,296.214696968286,101.179127463037,201.04516547758,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,17,3.2,295,90,205,294.524171317559,90.780773458165,205.237981083767,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,18,3.4,293.333333333333,80,210,294.716144971462,82.945406205876,209.088564738093,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,19,3.6,291.666666666667,70,215,294.816571462047,70.3216961427443,214.200965447195,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,20,3.8,290,60,220,288.784490649856,60.1766524714648,220.138022894447,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,21,4,288.333333333333,50,225,288.94970026594,51.2405100460994,225.361593114062,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,22,4.2,286.666666666667,40,230,285.129901679737,38.9647613297948,229.241111368187,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,23,4.4,285,30,235,284.11432088774,30.5327294169887,235.340715748662,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,24,4.6,283.333333333333,20,240,282.992026081723,18.501746061514,239.674150411667,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,25,4.8,281.666666666667,10,245,282.56223800515,9.80559104916479,246.440339763546,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,26,5,280,0,250,278.772409790215,0.441268813633589,251.151372070145,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,27,5.2,280,0,250,278.709602033893,-0.0841426793815572,248.785252955389,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,28,5.4,281.666666666667,10,245,280.270011407481,7.82907025376937,244.065250950475,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,29,5.6,283.333333333333,20,240,283.88478018541,19.6397733303402,240.583039619924,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,30,5.8,285,30,235,286.541609936843,30.5438353429506,235.775481009928,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,31,6,286.666666666667,40,230,287.799139271985,43.5359777002523,230.757204413042,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,32,6.2,288.333333333333,50,225,286.095335193834,50.4436528410418,225.667410121547,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,33,6.4,290,60,220,291.413984033496,61.2257078489576,219.508093869491,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,34,6.6,291.666666666667,70,215,291.708203842768,70.5177932262089,215.215736983932,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,35,6.8,293.333333333333,80,210,296.376826499929,77.5932240267571,210.855678862748,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,36,7,295,90,205,296.779635423793,89.1141013941799,205.49565592385,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,37,7.2,296.666666666667,100,200,296.533164154422,98.4498589819688,200.100672296614,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,38,7.4,298.333333333333,110,195,300.835533245605,109.401279329062,195.627519815541,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,39,7.6,300,120,190,298.317990684405,118.617511329634,188.760954520955,0.2
20260412_200759_roarm_1_ep01,roarm,roarm_1,40,7.8,300,120,190,297.847973493724,118.586213141847,189.100356973342,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,41,8,300,-120,190,299.239720053904,-121.162378027638,189.206267976774,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,42,8.2,295.833333333333,-110,192.5,295.358079013284,-108.242348738249,192.495202124016,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,43,8.4,291.666666666667,-100,195,292.29820832688,-97.6217541352937,195.684602384651,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,44,8.6,287.5,-90,197.5,287.694080275299,-88.3709742635016,199.729872637885,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,45,8.8,283.333333333333,-80,200,282.557886260834,-78.727440717098,199.186005939222,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,46,9,279.166666666667,-70,202.5,277.293968801005,-71.0161134873023,202.426268037306,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,47,9.2,275,-60,205,272.057403159195,-62.3978920543638,204.942933854852,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,48,9.4,270.833333333333,-50,207.5,271.734178744471,-48.8218209137538,207.937340297669,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,49,9.6,266.666666666667,-40,210,266.396959625328,-39.2049762358406,212.492850202461,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,50,9.8,262.5,-30,212.5,265.465222091283,-30.0890720283664,213.914432228409,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,51,10,258.333333333333,-20,215,257.402457588372,-19.4737975589873,215.144422740311,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,52,10.2,254.166666666667,-10,217.5,255.311612433333,-11.8224076911236,218.124257037745,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,53,10.4,250,0,220,250.252939354006,0.493137888921734,218.97138849032,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,54,10.6,250,0,220,249.40963550205,-2.31621053382315,219.266137419231,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,55,10.8,252.5,0,222.5,251.045150087155,-0.524440349993992,222.669241310611,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,56,11,255,0,225,256.271938026512,-1.60359423054754,225.293622183604,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,57,11.2,257.5,0,227.5,259.129728341428,1.44197284978126,225.905553641909,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,58,11.4,260,0,230,261.098026976713,-0.253150549072248,231.381407728451,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,59,11.6,262.5,0,232.5,263.89395311023,-0.523268618948841,232.769422538668,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,60,11.8,265,0,235,265.766277256467,-3.69176767715891,234.386011777444,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,61,12,267.5,0,237.5,266.90682966571,-1.71713050854057,235.267631670435,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,62,12.2,270,0,240,271.260056260654,-0.920678952317291,241.172159340214,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,63,12.4,272.5,0,242.5,271.062639386005,1.42968869226628,243.203446627223,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,64,12.6,275,0,245,275.839842567991,-1.55699685182942,244.821684356576,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,65,12.8,277.5,0,247.5,276.795092181172,-1.43983010378281,247.054974702219,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,66,13,280,0,250,277.568239388356,-0.236091575251014,249.802541745831,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,67,13.2,280,0,250,278.752948823965,0.956000905025806,248.951401318838,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,68,13.4,274.166666666667,13.3333333333333,240,273.794391889472,14.1207030717815,240.213223909375,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,69,13.6,268.333333333333,26.6666666666667,230,264.737267759152,25.5080384075669,229.593896693016,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,70,13.8,262.5,40,220,261.670020418875,37.9705510405245,219.956883771245,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,71,14,256.666666666667,53.3333333333333,210,256.4152204808,55.252723026687,210.112219107279,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,72,14.2,250.833333333333,66.6666666666667,200,251.891555421663,66.471071233465,198.174535570618,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,73,14.4,245,80,190,242.790080934612,78.8728941222385,189.566270083766,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,74,14.6,239.166666666667,93.3333333333333,180,240.031193227841,92.081649106447,179.371204638487,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,75,14.8,233.333333333333,106.666666666667,170,233.717111022753,105.82359229226,168.771580136579,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,76,15,227.5,120,160,226.668938593552,118.979586618744,160.691164599443,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,77,15.2,221.666666666667,133.333333333333,150,221.999573748299,134.152230048265,149.540253001098,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,78,15.4,215.833333333333,146.666666666667,140,219.008402335236,146.830318906439,139.080173954518,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,79,15.6,210,160,130,208.01459100367,160.147975276668,129.593359971046,0.2
20260412_200759_roarm_1_ep02,roarm,roarm_1,80,15.8,210,160,130,207.972162251579,159.295277189269,128.371989226472,0.2
